"geneSymbol","disease_merge"
"CXCL8","Leishmaniasis"
"CXCL8","Mental Depression"
"CXCL8","Endometrial Cancer"
"CXCL8","Pulmonary Fibrosis"
"CXCL8","Prostate cancer"
"CXCL8","Down Syndrome"
"CXCL8","Lung Cancer"
"CXCL8","Pancreatic Neoplasm"
"CXCL8","Glioblastoma Multiforme"
"CXCL8","Ovarian Cancer"
"CXCL8","Stomach Cancer"
"CXCL8","Glioblastoma"
"CXCL8","Chronic Obstructive Pulmonary Disease"
"CXCL8","Delirium"
"CXCL8","Adenocarcinoma"
"CXCL8","Esophagitis"
"CXCL8","Lichenoid Eruptions"
"CXCL8","Nephritis"
"CXCL8","Wilson Disease"
"CXCL8","Cholestasis"
"CXCL8","Glomerulonephritis"
"CXCL8","Gastric Cancer"
"CXCL8","Pneumonia"
"CXCL8","Barrett Esophagus"
"CXCL8","Arthritis, Psoriatic"
"CXCL8","Angina pectoris"
"CXCL8","Rheumatoid Arthritis"
"CXCL8","Hepatitis, Alcoholic"
"CXCL8","Behcet Syndrome"
"CXCL8","Bladder Cancer"
"CXCL8","Liver Cancer"
"CXCL8","Cribriform Carcinoma"
"CXCL8","Carcinoma"
"CXCL8","Fatty Liver"
"CXCL8","Barrett Epithelium"
"CXCL8","Keratitis"
"CXCL8","Bipolar Disorder"
"CXCL8","Meniere Disease"
"CYBB","Hypertensive disease"
"CYBB","Granulomatous Disease"
"CYBB","Kidney Failure"
"CYBB","Myocardial Failure"
"CYBB","Brain Infarction"
"CYBB","Heart Failure"
"CYBB","Diabetes Mellitus "
"DIRAS3","Oligodendroglioma"
"DIRAS3","Ovarian Cancer"
"DIRAS3","Osteosarcoma"
"DIRAS3","Stomach Carcinoma"
"DIRAS3","Breast Cancer"
"DIRAS3","Cancer Metastasis"
"DIRAS3","Liver Cancer"
"DIRAS3","Prostate cancer"
"DIRAS3","Intrahepatic cholangiocarcinoma"
"DIRAS3","Glioma"
"DIRAS3","Stomach Cancer"
"DIRAS3","Prostate Carcinoma"
"DIRAS3","Russell-Silver syndrome"
"DIRAS3","Pancreatic Neoplasm"
"DIRAS3","Germ Cell Tumor"
"HNRNPD","Thyroid Cancer"
"HNRNPD","Carcinoma"
"HNRNPD","Autoimmune Diseases"
"HNRNPD","Liver Cancer"
"HNRNPD","Lung Cancer"
"HNRNPD","Lupus Erythematosus"
"HNRNPD","Arthritis"
"KHDRBS3","Breast Cancer"
"KHDRBS3","Medulloblastoma"
"MIR3188","Liver Cancer"
"MIR3188","Nasopharyngeal Cancer"
"MMP25","Colonic Neoplasms"
"MMP25","Mouth Neoplasms"
"MMP25","Congenital enamel hypoplasia"
"MMP25","Intraepithelial Neoplasia"
"MMP25","Odontogenic neoplasm"
"MMP25","Arthritis"
"MMP25","Multiple Sclerosis"
"SLC12A8","Psoriasis"
"ANGPTL1","Glioma"
"ANGPTL1","Lung Cancer"
"ANGPTL1","Corneal Neovascularization"
"ANGPTL1","Intestinal Cancer"
"ANGPTL1","Cerebral Ischemia"
"ANGPTL1","Breast Cancer"
"ANGPTL1","Colorectal Cancer"
"ANGPTL1","Brain Infarction"
"ANGPTL8","Kidney Insufficiency"
"ANGPTL8","Diabetes Mellitus "
"APOLD1","Adenocarcinoma"
"B4GALT6","Multiple Sclerosis"
"ENHO","Breast Cancer"
"FNDC5","Diabetes Mellitus "
"FNDC5","Obesity"
"FNDC5","Prediabetes"
"FNDC5","Diabetic Nephropathy"
"FNDC5","Liver Fibrosis"
"FNDC5","Non-alcoholic Fatty Liver Disease"
"HSD17B13","Liver Diseases"
"HSD17B6","Endometrial Cancer"
"HSD17B6","Prostate cancer"
"HSD17B6","Prostate Carcinoma"
"IL37","Autoimmune Diseases"
"IL37","Atherosclerosis"
"IL37","Lung Cancer"
"IL37","Asthma"
"IL37","Spondylitis"
"IL37","Obesity"
"IL37","Lupus Erythematosus"
"IL37","Endometriosis"
"IL37","Hashimoto Disease"
"IL37","Colitis"
"IL37","Psoriasis"
"IL37","Graves Disease"
"IL37","Colonic Neoplasms"
"IL37","Retinal Diseases"
"IL37","Pneumonia"
"IL37","Arteriosclerosis"
"IL37","Diabetes Mellitus "
"IL37","Osteoporosis"
"IL37","Rheumatoid Arthritis"
"IL37","Eczema"
"IL37","Dermatitis"
"INSL4","Down Syndrome"
"INSL4","Choriocarcinoma"
"INSL4","Hydatidiform Mole"
"LPO","Cystic Fibrosis"
"LPO","Graft-vs-Host Disease"
"MIR124-3","Liver Cancer"
"MIR124-3","Renal Cancer"
"MIR124-3","Pancreatic Neoplasm"
"MIR124-3","Colorectal Cancer"
"MIR124-3","Borderline Personality Disorder"
"MIR128-1","Medulloblastoma"
"MIR128-1","Prostate cancer"
"MIR128-1","Prostate Carcinoma"
"MIR16-2","Polycythemia vera"
"MIR19B1","Breast Cancer"
"MIR19B1","Nephroblastoma"
"MIR19B1","Angina pectoris"
"MIR19B1","Lung Cancer"
"MIR19B1","Nephrotic Syndrome"
"MIR19B1","Arteriosclerosis"
"MIR19B1","Extrahepatic biliary duct atresia"
"MIR19B1","Oligospermia"
"MIR19B1","Cervical cancer"
"MIR19B1","Biliary Atresia"
"MIR19B1","Myasthenia Gravis"
"MIR19B1","Liver Cancer"
"MIR19B1","Lupus Erythematosus"
"MIR19B1","Thrombophilia"
"MIR19B1","Liver Fibrosis"
"MIR19B1","Parkinson Disease"
"MIR19B1","Crohn Disease"
"MIR19B1","Multiple Myeloma"
"MIR19B1","Thymoma"
"MIR19B1","Renal Cancer"
"MIR19B1","Leukemia"
"MIR19B1","Stomach Cancer"
"MIR19B1","Coronary heart disease"
"MIR19B1","Rheumatoid Arthritis"
"MIR19B1","Colitis"
"MRO","Leukemia"
"OMD","Arthritis"
"PKN2","Huntington Disease"
"PKN2","Breast Cancer"
"RHOQ","Colorectal Cancer"
"RLN1","Thyroid Cancer"
"RLN1","Prostate cancer"
"RLN1","Malignant Germ Cell Neoplasm of Testis"
"RLN1","Germ Cell Tumor"
"SERPINA12","Diabetes Mellitus "
"SERPINA12","Arteriosclerosis"
"SERPINA12","Coronary heart disease"
"SGTA","Ovarian Cancer"
"SGTA","Esophagus Neoplasm"
"SGTA","Prostate cancer"
"SGTA","Prostate Carcinoma"
"UGP2","Liver Cancer"
"ZNF410","Kidney Failure"
"ZNF410","Breast Cancer"
"ZNF410","Pulmonary Tuberculosis"
"ZNF410","Vitiligo"
"ZNF410","Systemic Lupus Erythematosus"
"ZNF410","Diabetes Mellitus "
"ZNF410","Liver Diseases"
"ZNF410","Autoimmune Diseases"
"TLR8","PCOS"
"CD14","PCOS"
"MAOA","PCOS"
"AIFM1","PCOS"
"SLC12A8","PCOS"
"NR4A1","PCOS"
"PEX3","PCOS"
"DIRAS3","PCOS"
"GSTA1","PCOS"
"BNIP3","PCOS"
"CD9","PCOS"
"DHRS9","PCOS"
"FASN","PCOS"
"HSD17B1","PCOS"
"S100A12","PCOS"
"TPST1","PCOS"
"C4BPA","PCOS"
"CR1","PCOS"
"LY6E","PCOS"
"PROK2","PCOS"
"MMP25","PCOS"
"NDST1","PCOS"
"MIR3188","PCOS"
"SRD5A2","PCOS"
"WT1","PCOS"
"RETN","PCOS"
"LPIN1","PCOS"
"ADIPOQ","PCOS"
"GHRL","PCOS"
"CAPN10","PCOS"
"VDR","PCOS"
"PLA2G7","PCOS"
"PPARG","PCOS"
"CASR","PCOS"
"AMH","PCOS"
"GHR","PCOS"
"PPP1R3A","PCOS"
"IRS2","PCOS"
"PYY","PCOS"
"HSD11B1","PCOS"
"STAR","PCOS"
"ABCA1","PCOS"
"FMR1","PCOS"
"BMP15","PCOS"
"UGT1A1","PCOS"
"POMC","PCOS"
"INS","PCOS"
"CD36","PCOS"
"SERPINE1","PCOS"
"CYP17A1","PCOS"
"PON1","PCOS"
"PTH","PCOS"
"AKT2","PCOS"
"NGF","PCOS"
"MIF","PCOS"
"LHCGR","PCOS"
"GNRH1","PCOS"
"LIPC","PCOS"
"LMNA","PCOS"
"INSR","PCOS"
"IL6","PCOS"
"IRS1","PCOS"
"IGF1","PCOS"
"IGF1R","PCOS"
"HLA-DQA1","PCOS"
"INSL3","PCOS"
"HLA-DRB1","PCOS"
"HLA-A","PCOS"
"GH1","PCOS"
"SLC2A4","PCOS"
"H6PD","PCOS"
"FSHB","PCOS"
"FST","PCOS"
"FSHR","PCOS"
"EPHX1","PCOS"
"DRD2","PCOS"
"CYP11B2","PCOS"
"POR","PCOS"
"C3","PCOS"
"MMP1","PCOS"
"CYP11A1","PCOS"
"COMT","PCOS"
"BDNF","PCOS"
"CYP19A1","PCOS"
"ACE","PCOS"
"AGT","PCOS"
"STAT3","PCOS"
"ACVR1","PCOS"
"GNAQ","PCOS"
"HSD3B2","PCOS"
"CYP21A2","PCOS"
"THADA","PCOS"
"ITLN1","PCOS"
"NAMPT","PCOS"
"FBN3","PCOS"
"ADIPOR1","PCOS"
"ADIPOR2","PCOS"
"PROK1","PCOS"
"MMP26","PCOS"
"CYP3A7","PCOS"
"SORBS1","PCOS"
"GSK3B","PCOS"
"SOCS3","PCOS"
"IRS4","PCOS"
"KISS1","PCOS"
"AQP9","PCOS"
"CCN1","PCOS"
"GDF9","PCOS"
"LEPQTL1","PCOS"
"GATA6","PCOS"
"NCOR1","PCOS"
"MTNR1B","PCOS"
"MTNR1A","PCOS"
"AKR1C2","PCOS"
"FABP4","PCOS"
"GSTT1","PCOS"
"CDX2","PCOS"
"AGER","PCOS"
"APLN","PCOS"
"TNFRSF1B","PCOS"
"SRD5A1","PCOS"
"PI3","PCOS"
"SHBG","PCOS"
"RBP4","PCOS"
"PRL","PCOS"
"PIK3R1","PCOS"
"JUN","PCOS"
"FLT1","PCOS"
"LEP","PCOS"
"NPY","PCOS"
"LIF","PCOS"
"LOX","PCOS"
"LIPE","PCOS"
"IL1A","PCOS"
"IGF2","PCOS"
"INHA","PCOS"
"IGFBP1","PCOS"
"IGFBP4","PCOS"
"IGFBP3","PCOS"
"IDE","PCOS"
"HOXA10","PCOS"
"HMGCR","PCOS"
"GHRH","PCOS"
"GSTM1","PCOS"
"CRP","PCOS"
"CRH","PCOS"
"CCK","PCOS"
"CYP1A1","PCOS"
"ADM","PCOS"
"PCOS1","PCOS"
"HSD3BP4","PCOS"
"SERPINA12","PCOS"
"AR","PCOS"
"SULT2A1","PCOS"
"GNRHR","PCOS"
"LEPR","PCOS"
"IGFBP2","PCOS"
"ADRB3","PCOS"
"GCG","PCOS"
"APOA1","PCOS"
"ADRB2","PCOS"
"ATHS","PCOS"
"FEM1A","PCOS"
"LHB","PCOS"
"INHBB","PCOS"
"FEM1B","PCOS"
"PNPLA2","PCOS"
"PGRMC1","PCOS"
"TM4SF4","PCOS"
"AKR1C3","PCOS"
"HSPE1","PCOS"
"HSD17B13","PCOS"
"GIP","PCOS"
"SGTA","PCOS"
"INHBA","PCOS"
"UCP2","PCOS"
"HAMP","PCOS"
"AMHR2","PCOS"
"PRDX2","PCOS"
"GSTM3","PCOS"
"APOC1","PCOS"
"ENPP1","PCOS"
"STK11","PCOS"
"SERPINF1","PCOS"
"ESR1","PCOS"
"FTO","PCOS"
"ESR2","PCOS"
"F13A1","PCOS"
"STS","PCOS"
"KRT18","PCOS"
"IL6ST","PCOS"
"IL18","PCOS"
"TNFRSF11B","PCOS"
"CHGA","PCOS"
"TPO","PCOS"
"F3","PCOS"
"TTR","PCOS"
"APOB","PCOS"
"TBC1D4","PCOS"
"FAS","PCOS"
"GPER1","PCOS"
"CD28","PCOS"
"TGFB2","PCOS"
"HSD17B6","PCOS"
"LPA","PCOS"
"LCN2","PCOS"
"MTHFR","PCOS"
"MTR","PCOS"
"IGF2R","PCOS"
"HP","PCOS"
"HFE","PCOS"
"KLK3","PCOS"
"F5","PCOS"
"NR3C1","PCOS"
"TNF","PCOS"
"LPL","PCOS"
"EDN1","PCOS"
"IL5","PCOS"
"VEGFA","PCOS"
"NPPB","PCOS"
"PGR","PCOS"
"HMOX1","PCOS"
"DENND1A","PCOS"
"MMP2","PCOS"
"BGLAP","PCOS"
"BAX","PCOS"
"CD40LG","PCOS"
"APOE","PCOS"
"MCF2L2","PCOS"
"MEP1A","PCOS"
"CCL2","PCOS"
"CD4","PCOS"
"MMP9","PCOS"
"APC","PCOS"
"AKT1","PCOS"
"MUC1","PCOS"
"MUC5AC","PCOS"
"IL1B","PCOS"
"TGFB1","PCOS"
"CHI3L1","PCOS"
"CALCA","PCOS"
"PTX3","PCOS"
"CPB2","PCOS"
"PECAM1","PCOS"
"PLAT","PCOS"
"PPARD","PCOS"
"PPARGC1A","PCOS"
"RAB5B","PCOS"
"REN","PCOS"
"SERPINC1","PCOS"
"SOD1","PCOS"
"SUMO1P1","PCOS"
"TCF7L2","PCOS"
"YAP1","PCOS"
"MAPK1","PCOS"
"CGA","PCOS"
"ITGAM","PCOS"
"NR5A1","PCOS"
"C9","PCOS"
"SST","PCOS"
"CGB5","PCOS"
"SUOX","PCOS"
"PIBF1","PCOS"
"ACACA","PCOS"
"ACTA2","PCOS"
"ACTB","PCOS"
"ACTG1","PCOS"
"ACTG2","PCOS"
"ADA","PCOS"
"ADAM12","PCOS"
"ADAMTS1","PCOS"
"AKT3","PCOS"
"ALDH1A3","PCOS"
"ALDH3A2","PCOS"
"ALOX15","PCOS"
"ANGPTL1","PCOS"
"ANGPTL2","PCOS"
"ANGPTL4","PCOS"
"ANGPTL8","PCOS"
"ANXA2","PCOS"
"ANXA5","PCOS"
"APLNR","PCOS"
"APOA4","PCOS"
"APOLD1","PCOS"
"APPL1","PCOS"
"ARHGAP4","PCOS"
"ARHGAP9","PCOS"
"ARID4B","PCOS"
"ARNTL","PCOS"
"ATF4","PCOS"
"ATP5F1B","PCOS"
"B4GALT6","PCOS"
"BGN","PCOS"
"BRCA1","PCOS"
"C4A","PCOS"
"AOPEP","PCOS"
"CALR","PCOS"
"CAPG","PCOS"
"CAPZA1","PCOS"
"CASP9","PCOS"
"CD163","PCOS"
"CD74","PCOS"
"CEBPB","PCOS"
"CFL1","PCOS"
"CHPT1","PCOS"
"CLOCK","PCOS"
"CPT1A","PCOS"
"CPT2","PCOS"
"CPZ","PCOS"
"CTBP1-AS","PCOS"
"CTLA4","PCOS"
"CXCL10","PCOS"
"CYP1B1","PCOS"
"CYP2R1","PCOS"
"DACT1","PCOS"
"DKK1","PCOS"
"DKK3","PCOS"
"DNAJB1","PCOS"
"DNAJB14","PCOS"
"DRAM2","PCOS"
"DUSP1","PCOS"
"EBF2","PCOS"
"EBI3","PCOS"
"EGFR","PCOS"
"ENHO","PCOS"
"ERBB2","PCOS"
"ERBB4","PCOS"
"FAAH","PCOS"
"FABP1","PCOS"
"FADS1","PCOS"
"FADS2","PCOS"
"FBLN1","PCOS"
"FCGR1A","PCOS"
"FGA","PCOS"
"FGB","PCOS"
"FGF12","PCOS"
"FGG","PCOS"
"FLNA","PCOS"
"FLOT1","PCOS"
"FNDC5","PCOS"
"FOS","PCOS"
"FOXA2","PCOS"
"FOXO1","PCOS"
"FOXO3","PCOS"
"FUBP1","PCOS"
"FZD3","PCOS"
"FZD5","PCOS"
"GATA4","PCOS"
"GC","PCOS"
"GDI1","PCOS"
"GJA4","PCOS"
"GLP1R","PCOS"
"GPC4","PCOS"
"GPT","PCOS"
"GRHPR","PCOS"
"GSTP1","PCOS"
"GYS2","PCOS"
"GZMB","PCOS"
"HAPLN1","PCOS"
"HDAC3","PCOS"
"HIF1A","PCOS"
"HMGA2","PCOS"
"HMGB2","PCOS"
"HNF1A","PCOS"
"HSD3B1","PCOS"
"HSD3B7","PCOS"
"HSP90B1","PCOS"
"HSPA5","PCOS"
"HSPA6","PCOS"
"HSPA7","PCOS"
"HSPB1","PCOS"
"HTR2C","PCOS"
"ICAM1","PCOS"
"IFNG","PCOS"
"IL10","PCOS"
"IL12A","PCOS"
"IL17A","PCOS"
"IL1RN","PCOS"
"IL2","PCOS"
"IL23A","PCOS"
"IL27","PCOS"
"IL33","PCOS"
"IL37","PCOS"
"JUNB","PCOS"
"KEAP1","PCOS"
"KL","PCOS"
"KNG1","PCOS"
"KRR1","PCOS"
"LAP","PCOS"
"LBP","PCOS"
"LDLR","PCOS"
"LMNB2","PCOS"
"LOC110408762","PCOS"
"LPO","PCOS"
"LRP5","PCOS"
"LUM","PCOS"
"LYN","PCOS"
"MAK","PCOS"
"MAP3K4","PCOS"
"MAPK14","PCOS"
"MAPK3","PCOS"
"MAPK9","PCOS"
"MDH2","PCOS"
"MDM2","PCOS"
"MIR124-3","PCOS"
"MIR126","PCOS"
"MIR128-1","PCOS"
"MIR145","PCOS"
"MIR146A","PCOS"
"MIR16-2","PCOS"
"MIR19B1","PCOS"
"MIR222","PCOS"
"MIR223","PCOS"
"MIR23A","PCOS"
"MIR23B","PCOS"
"MIR27A","PCOS"
"MIR29A","PCOS"
"MIR320A","PCOS"
"MIR3665","PCOS"
"MIR4463","PCOS"
"MIR483","PCOS"
"MIR486-2","PCOS"
"MIR5706","PCOS"
"MIR574","PCOS"
"MIR592","PCOS"
"MIR638","PCOS"
"MIR93","PCOS"
"MIRLET7I","PCOS"
"MKNK2","PCOS"
"MMP8","PCOS"
"MRO","PCOS"
"MTRF1L","PCOS"
"MYH11","PCOS"
"MYH9","PCOS"
"NEIL2","PCOS"
"NFE2L2","PCOS"
"NFKB1","PCOS"
"NID2","PCOS"
"NOS2","PCOS"
"NPR3","PCOS"
"NQO1","PCOS"
"NUCB2","PCOS"
"OAZ3","PCOS"
"OGT","PCOS"
"OMD","PCOS"
"ORM1","PCOS"
"PAFAH1B1","PCOS"
"PAX6","PCOS"
"PCSK9","PCOS"
"PCYOX1","PCOS"
"PDCD4","PCOS"
"PDE3B","PCOS"
"PDGFRA","PCOS"
"PEPD","PCOS"
"PIK3CA","PCOS"
"PIK3CG","PCOS"
"PIN1","PCOS"
"PKD1","PCOS"
"PKM","PCOS"
"PKN2","PCOS"
"PLCB2","PCOS"
"PLCB3","PCOS"
"PLCZ1","PCOS"
"POLD3","PCOS"
"POLE3","PCOS"
"POLR1B","PCOS"
"PRDX1","PCOS"
"PTEN","PCOS"
"PTGS2","PCOS"
"PTPRC","PCOS"
"RAD50","PCOS"
"RARRES2","PCOS"
"RASGRP1","PCOS"
"RASGRP2","PCOS"
"RHOG","PCOS"
"RHOQ","PCOS"
"RPS6KA1","PCOS"
"RUNX2","PCOS"
"S100A9","PCOS"
"SCD","PCOS"
"SERPINA1","PCOS"
"SERPINH1","PCOS"
"SET","PCOS"
"SH2B3","PCOS"
"SIRT1","PCOS"
"SLC18A2","PCOS"
"SLC7A10","PCOS"
"SMC3","PCOS"
"SOD2","PCOS"
"SORCS1","PCOS"
"SPP1","PCOS"
"SPTLC2","PCOS"
"SQSTM1","PCOS"
"SRA1","PCOS"
"SREBF1","PCOS"
"SRF","PCOS"
"STXBP1","PCOS"
"SVEP1","PCOS"
"TACR3","PCOS"
"TAGLN","PCOS"
"TCF4","PCOS"
"TF","PCOS"
"THBS1","PCOS"
"TIMP1","PCOS"
"TLR2","PCOS"
"TMEM150B","PCOS"
"TNFRSF1A","PCOS"
"TNFRSF25","PCOS"
"TNIK","PCOS"
"TOX3","PCOS"
"TP53","PCOS"
"TPI1","PCOS"
"UCN2","PCOS"
"UCN3","PCOS"
"UGP2","PCOS"
"VEGFB","PCOS"
"VIM","PCOS"
"WNT5A","PCOS"
"XDH","PCOS"
"XPA","PCOS"
"ZNF410","PCOS"
"ZP4","PCOS"
"DPP4","PCOS"
"HMGB1","PCOS"
"IAPP","PCOS"
"SFRP5","PCOS"
"MMP3","PCOS"
"YWHAQ","PCOS"
"CTSD","PCOS"
"FGF13","PCOS"
"WNT7A","PCOS"
"WNT3","PCOS"
"WNT8B","PCOS"
"OXT","PCOS"
"FBN1","PCOS"
"COL8A1","PCOS"
"KCNQ1","PCOS"
"SLC30A8","PCOS"
"MTCH2","PCOS"
"KRT8","PCOS"
"PF4","PCOS"
"MIR99A","PCOS"
"PWRN2","PCOS"
"MIR155","PCOS"
"MIR323A","PCOS"
"GAS5","PCOS"
"PLGRKT","PCOS"
"INSL6","PCOS"
"INSL4","PCOS"
"RLN1","PCOS"
"RLN2","PCOS"
"ZBTB16","PCOS"
"MAPRE1","PCOS"
"BCL2A1","PCOS"
"HNRNPD","PCOS"
"KHDRBS3","PCOS"
"TRNL1","PCOS"
"CTF1","PCOS"
"SLC2A1","PCOS"
"ADAMTS19","PCOS"
"MIR429","PCOS"
"CYBB","PCOS"
"CXCL8","PCOS"
"TLR8","HIV Infections"
"TLR8","Systemic Lupus Erythematosus"
"TLR8","Rheumatoid Arthritis"
"TLR8","Autoimmune Diseases"
"TLR8","Hemorrhages"
"TLR8","Schizophrenia"
"TLR8","Psoriasis"
"TLR8","Pulmonary Tuberculosis"
"TLR8","Lung Cancer"
"TLR8","Periodontitis"
"TLR8","Metabolic Diseases"
"TLR8","Breast Cancer"
"TLR8","Scleroderma"
"TLR8","Cardiomyopathy"
"TLR8","Hepatitis C"
"TLR8","Carcinoma"
"TLR8","Leukemia"
"TLR8","Cognition Disorders"
"TLR8","Head and Neck Neoplasms"
"TLR8","Arthritis"
"TLR8","Liver Diseases"
"TLR8","Asthma"
"TLR8","Obesity"
"TLR8","Ovarian Cancer"
"TLR8","Respiratory Tract Infections"
"TLR8","Dental Caries"
"TLR8","Allergic rhinitis"
"TLR8","Graft-vs-Host Disease"
"TLR8","MECP2 deficiency"
"TLR8","Transient Ischemic Attack"
"TLR8","Multiple Myeloma"
"TLR8","Lupus Nephritis"
"TLR8","Bronchiolitis"
"TLR8","Irritable Bowel Syndrome"
"TLR8","Immunodeficiency"
"TLR8","Aicardi-Goutieres syndrome"
"TLR8","Pulmonary Fibrosis"
"TLR8","Hepatitis B"
"TLR8","Diabetes Insipidus"
"TLR8","HIV Coinfection"
"TLR8","Mental Depression"
"TLR8","Lymphoma"
"TLR8","HPV infection"
"TLR8","Hearing Loss"
"TLR8","Cerebral Thrombosis"
"TLR8","Pneumonia"
"TLR8","Colorectal Cancer"
"TLR8","Hepatitis E"
"TLR8","Endometriosis"
"TLR8","Myeloid Leukemia"
"TLR8","Pancreatitis"
"TLR8","Cystic Fibrosis"
"TLR8","Myocarditis"
"TLR8","Lupus Erythematosus"
"TLR8","Charcot-Marie-Tooth Disease"
"TLR8","Genetic Diseases"
"TLR8","Multiple Sclerosis"
"TLR8","Influenza"
"TLR8","Encephalomylitis"
"TLR8","Dermatomyositis"
"TLR8","Hypertensive disease"
"TLR8","Preeclampsia"
"TLR8","Juvenile arthritis"
"TLR8","Colitis"
"TLR8","Biliary Atresia"
"TLR8","Diabetes Mellitus"
"TLR8","Antiphospholipid Syndrome"
"TLR8","Renal Cancer"
"TLR8","HCV infections"
"TLR8","Psychosis"
"TLR8","Osteosarcoma"
"TLR8","Cardiovascular Abnormalities"
"TLR8","Neutropenia"
"TLR8","Hepatitis"
"TLR8","Lung Diseases"
"TLR8","Coronary heart disease"
"TLR8","Carotid Atherosclerosis"
"TLR8","Intestinal Polyposis"
"TLR8","Prostate cancer"
"TLR8","Agammaglobulinemia"
"TLR8","IRAK-4 deficiency"
"TLR8","Necrosis"
"TLR8","Respiratory Distress Syndrome"
"CD14","Metabolic Diseases"
"CD14","Cognition Disorders"
"CD14","Obesity"
"CD14","Hearing Loss"
"CD14","Allergic rhinitis"
"CD14","Autoimmune Diseases"
"CD14","Pulmonary Tuberculosis"
"CD14","Cardiovascular Abnormalities"
"CD14","Leukemia"
"CD14","Disease of mouth"
"CD14","AIDS"
"CD14","Borderline Personality Disorder"
"CD14","HIV Infections"
"CD14","Asthma"
"CD14","Autoimmune Diabetes"
"CD14","Huntington Disease"
"CD14","Atherosclerosis"
"CD14","Rheumatoid Arthritis"
"CD14","Heart Failure"
"CD14","Schizophrenia and Rheumatoid Arthritis"
"CD14","Eczema"
"CD14","Spondylitis"
"CD14","Systemic Lupus Erythematosus"
"CD14","Hemophagocytic syndrome"
"CD14","Preeclampsia"
"CD14","Coronary heart disease"
"CD14","Hyperhomocysteinemia"
"CD14","Lung Cancer"
"CD14","Diabetes Mellitus"
"CD14","Non-alcoholic Fatty Liver Disease"
"CD14","Vascular Diseases"
"CD14","Aortic Valve Stenosis"
"CD14","Osteoarthritis"
"CD14","Leishmaniasis"
"CD14","Keratoderma"
"CD14","Psoriasis"
"CD14","Graft-vs-Host Disease"
"CD14","Periodontitis"
"CD14","Vasculitis"
"CD14","Deep Vein Thrombosis"
"CD14","Ovarian Cancer"
"CD14","Pancreatitis"
"CD14","Cerebrovascular Disorders"
"CD14","Hepatitis C"
"CD14","Lymphoma"
"CD14","Multiple Sclerosis"
"CD14","Angina pectoris"
"CD14","Inflammatory Bowel Diseases"
"CD14","Pneumonia"
"CD14","Myocardial Infarction"
"CD14","Kidney Failure"
"CD14","Brain Tumor Polyposis"
"CD14","Multiple Myeloma"
"CD14","Anemia"
"CD14","Myeloid Leukemia"
"CD14","Gastric Cancer"
"CD14","Aortic Aneurysm"
"CD14","Bullous keratopathy"
"CD14","Colitis"
"CD14","Stroke"
"CD14","Liver Cancer"
"CD14","Skin Cancer"
"CD14","Alcoholic fatty liver"
"CD14","Demyelinating Diseases"
"CD14","Necrosis"
"CD14","Colorectal Cancer"
"CD14","Acute Coronary Syndrome"
"CD14","Glioblastoma"
"CD14","Muscular Dystrophy"
"CD14","Liver Diseases"
"CD14","Blood Coagulation Disorders"
"CD14","Hyperglycemia"
"CD14","Intestinal Polyposis"
"CD14","Breast Cancer"
"CD14","Sarcoidosis"
"CD14","Peritonitis"
"CD14","Bone Diseases"
"CD14","Kawasaki disease"
"CD14","Dwarfism"
"CD14","Pain Disorder"
"CD14","Prostate cancer"
"CD14","Hyperlipemia"
"CD14","Amyloidosis"
"CD14","Haemoglobinuria"
"CD14","Thrombocytopenia"
"CD14","Panniculitis"
"CD14","Lung Diseases"
"CD14","Diabetic Macular Edema"
"CD14","Cataract"
"CD14","Liver Failure"
"CD14","Biliary Atresia"
"CD14","Endometriosis"
"CD14","Spinal Tuberculosis"
"CD14","Dental Caries"
"CD14","Hyperuricaemia"
"CD14","Arthropathy"
"CD14","Osteopetrosis"
"CD14","Respiratory Distress Syndrome"
"CD14","Limb Ischemia"
"CD14","Thymic Hyperplasia"
"CD14","Liver Cirrhosis"
"CD14","Hypovolemia"
"CD14","Atrial Fibrillation"
"CD14","Dermatitis"
"CD14","Hypertensive disease"
"CD14","Spondylarthritis"
"CD14","Bladder Cancer"
"CD14","Brain Infarction"
"CD14","Carotid Artery Diseases"
"MAOA","Lung Cancer"
"MAOA","Neuroblastoma"
"MAOA","Seasonal Affective Disorder"
"MAOA","Mood Disorders"
"MAOA","Mental Depression"
"MAOA","Neurodevelopmental Disorders"
"MAOA","Autistic Disorder"
"MAOA","Glioblastoma"
"MAOA","Neurocognitive Disorders"
"MAOA","Narcolepsy"
"MAOA","Behavior Disorders"
"MAOA","Liver Cancer"
"MAOA","Attention Deficit Disorder"
"MAOA","Brunner syndrome"
"MAOA","Diabetes Mellitus"
"MAOA","Dyskinesia"
"MAOA","Kawasaki disease"
"MAOA","Pheochromocytoma"
"MAOA","Lymphadenitis"
"MAOA","Schizophrenia"
"MAOA","Breast Cancer"
"MAOA","Borderline Personality Disorder"
"MAOA","Deficiency Diseases"
"MAOA","Nail patella syndrome"
"MAOA","Sleep Disorders"
"MAOA","Hepatic Encephalopathy"
"MAOA","Panic Disorder"
"MAOA","Esophagus Neoplasm"
"MAOA","Developmental Delay"
"MAOA","Erdheim-Chester disease"
"MAOA","Anxiety Disorders"
"MAOA","Tourette syndrome"
"MAOA","Senile Dementia"
"MAOA","Migraine"
"MAOA","Obsessive Compulsive Disorder"
"MAOA","Liver Failure"
"MAOA","Epilepsy"
